#BOM付きUTF8で保存された場合に一行目が解析不能になるDLPropertiesの不具合に備えてコメントアウト

Num  = 3074
753  = "W_LadderAttackDownRight"
754  = "W_LadderAttackUpLeft"
755  = "W_LadderAttackUpRight"
756  = "W_LadderCoastEnd"
757  = "W_LadderCoastLeft"
758  = "W_LadderCoastRight"
759  = "W_LadderCoastStart"
760  = "W_LadderCoastStopLeft"
761  = "W_LadderCoastStopRight"
762  = "W_LadderDamageLargeLeft"
763  = "W_LadderDamageLargeRight"
764  = "W_LadderDamageSmallLeft"
765  = "W_LadderDamageSmallRight"
766  = "W_LadderDeath"
767  = "W_LadderDeathFall"
768  = "W_LadderDownLeft"
769  = "W_LadderDownRight"
770  = "W_LadderEndBottomLeft"
771  = "W_LadderEndBottomRight"
772  = "W_LadderEndTopLeft"
773  = "W_LadderEndTopRight"
774  = "W_LadderEquipWeapon"
775  = "W_LadderFall"
776  = "W_LadderFallLand"
777  = "W_LadderFallStart"
778  = "W_LadderIdleLeft"
779  = "W_LadderIdleRight"
780  = "W_LadderRemoveWeaponBottom"
781  = "W_LadderRemoveWeaponTop"
782  = "W_LadderStartBottom"
783  = "W_LadderStartTop"
784  = "W_LadderUpLeft"
785  = "W_LadderUpRight"
786  = "W_Land"
787  = "W_LandDefault"
788  = "W_LandDownward"
789  = "W_LandHeavy"
790  = "W_LandUpward"
791  = "W_LipSync"
792  = "W_Master"
793  = "W_Move"
794  = "W_MoveBattle"
795  = "W_MoveDefault"
796  = "W_NewDamageBlend"
797  = "W_NewDamageBlend_NoAdd"
798  = "W_NewDamageLarge"
799  = "W_NewDamageMiddle"
800  = "W_NewDamageSmall"
801  = "W_NewFireDamageBlend_NoAdd"
802  = "W_NewFireMiddleDamageBlend_Add"
803  = "W_NewFireSmallDamageBlend_Add"
804  = "W_OverwriteAnim1"
805  = "W_OverwriteAnim10"
806  = "W_OverwriteAnim2"
807  = "W_OverwriteAnim3"
808  = "W_OverwriteAnim4"
809  = "W_OverwriteAnim5"
810  = "W_OverwriteAnim6"
811  = "W_OverwriteAnim7"
812  = "W_OverwriteAnim8"
813  = "W_OverwriteAnim9"
814  = "W_ParallelMove"
815  = "W_Parry"
816  = "W_ParryAttack"
817  = "W_ParryEnd"
818  = "W_ParryIdle"
819  = "W_ParryRun"
820  = "W_ParryStart"
821  = "W_ParryWalkBack"
822  = "W_ParryWalkFront"
823  = "W_ParryWalkLeft"
824  = "W_ParryWalkRight"
825  = "W_PartBlend_Add1"
826  = "W_PartBlend_Add10"
827  = "W_PartBlend_Add11"
828  = "W_PartBlend_Add12"
829  = "W_PartBlend_Add13"
830  = "W_PartBlend_Add14"
831  = "W_PartBlend_Add15"
832  = "W_PartBlend_Add16"
833  = "W_PartBlend_Add2"
834  = "W_PartBlend_Add3"
835  = "W_PartBlend_Add4"
836  = "W_PartBlend_Add5"
837  = "W_PartBlend_Add6"
838  = "W_PartBlend_Add7"
839  = "W_PartBlend_Add8"
840  = "W_PartBlend_Add9"
841  = "W_PartBlend_NoAdd1"
842  = "W_PartBlend_NoAdd10"
843  = "W_PartBlend_NoAdd11"
844  = "W_PartBlend_NoAdd12"
845  = "W_PartBlend_NoAdd13"
846  = "W_PartBlend_NoAdd14"
847  = "W_PartBlend_NoAdd15"
848  = "W_PartBlend_NoAdd16"
849  = "W_PartBlend_NoAdd2"
850  = "W_PartBlend_NoAdd3"
851  = "W_PartBlend_NoAdd4"
852  = "W_PartBlend_NoAdd5"
853  = "W_PartBlend_NoAdd6"
854  = "W_PartBlend_NoAdd7"
855  = "W_PartBlend_NoAdd8"
856  = "W_PartBlend_NoAdd9"
857  = "W_PhantomIdle"
858  = "W_ReferencePose"
859  = "W_Ridden_Attack_L_Bottom"
860  = "W_Ridden_Attack_L_Top"
861  = "W_Ridden_Attack_R_Bottom"
862  = "W_Ridden_Attack_R_Top"
863  = "W_Ridden_Enemy_Adjust"
864  = "W_Ridden_Enemy_Attack3000"
865  = "W_Ridden_Enemy_Attack3001"
866  = "W_Ridden_Enemy_Attack3002"
867  = "W_Ridden_Enemy_Attack3003"
868  = "W_Ridden_Enemy_Attack3004"
869  = "W_Ridden_Enemy_Attack3005"
870  = "W_Ridden_Enemy_Attack3006"
871  = "W_Ridden_Enemy_Attack3007"
872  = "W_Ridden_Enemy_Attack3008"
873  = "W_Ridden_Enemy_Attack3009"
874  = "W_Ridden_Enemy_Attack3010"
875  = "W_Ridden_Enemy_Attack3011"
876  = "W_Ridden_Enemy_Attack3012"
877  = "W_Ridden_Enemy_Attack3013"
878  = "W_Ridden_Enemy_Attack3014"
879  = "W_Ridden_Enemy_Attack3015"
880  = "W_Ridden_Enemy_Attack3016"
881  = "W_Ridden_Enemy_Attack3017"
882  = "W_Ridden_Enemy_Attack3018"
883  = "W_Ridden_Enemy_Attack3019"
884  = "W_Ridden_Enemy_Attack3020"
885  = "W_Ridden_Enemy_Attack3021"
886  = "W_Ridden_Enemy_Attack3022"
887  = "W_Ridden_Enemy_Attack3023"
888  = "W_Ridden_Enemy_Attack3024"
889  = "W_Ridden_Enemy_Attack3025"
890  = "W_Ridden_Enemy_Attack3026"
891  = "W_Ridden_Enemy_Attack3027"
892  = "W_Ridden_Enemy_Attack3028"
893  = "W_Ridden_Enemy_Attack3029"
894  = "W_Ridden_Enemy_Attack3030"
895  = "W_Ridden_Enemy_Attack3031"
896  = "W_Ridden_Enemy_Attack3032"
897  = "W_Ridden_Enemy_Attack3033"
898  = "W_Ridden_Enemy_Attack3034"
899  = "W_Ridden_Enemy_Attack3035"
900  = "W_Ridden_Enemy_Attack3036"
901  = "W_Ridden_Enemy_Attack3037"
902  = "W_Ridden_Enemy_Attack3038"
903  = "W_Ridden_Enemy_Attack3039"
904  = "W_Ridden_Enemy_Damage"
905  = "W_Ridden_Enemy_Damage_Fall"
906  = "W_Ridden_Enemy_Damage_H"
907  = "W_Ridden_Enemy_Damage_M"
908  = "W_Ridden_Enemy_DamageBackFall"
909  = "W_Ridden_Enemy_DamageBlend"
910  = "W_Ridden_Enemy_DamageExLarge"
911  = "W_Ridden_Enemy_DamageLarge"
912  = "W_Ridden_Enemy_DamageMiddle"
913  = "W_Ridden_Enemy_DamageParryEnemy1"
914  = "W_Ridden_Enemy_DamageParryEnemy2"
915  = "W_Ridden_Enemy_DamageSmall"
916  = "W_Ridden_Enemy_DamageWeak"
917  = "W_Ridden_Enemy_DamageWeakPair"
918  = "W_Ridden_Enemy_DamageWeakTop"
919  = "W_Ridden_Enemy_DamageWeakUnder"
920  = "W_Ridden_Enemy_Dash"
921  = "W_Ridden_Enemy_Death"
922  = "W_Ridden_Enemy_DeathIdle"
923  = "W_Ridden_Enemy_DeathLandDefault"
924  = "W_Ridden_Enemy_DeathLandDefaultIdle"
925  = "W_Ridden_Enemy_DeathLandDefaultOnlyTop"
926  = "W_Ridden_Enemy_DeathLandDefaultOnlyUnder"
927  = "W_Ridden_Enemy_DeathLandDefaultOnlyUnderIdle"
928  = "W_Ridden_Enemy_DeathOnlyTop"
929  = "W_Ridden_Enemy_DeathOnlyUnder"
930  = "W_Ridden_Enemy_DeathOnlyUnderIdle"
931  = "W_Ridden_Enemy_ExLargeDeathOnlyTop"
932  = "W_Ridden_Enemy_ExLargeDeathOnlyUnder"
933  = "W_Ridden_Enemy_ExLargeDeathOnlyUnderIdle"
934  = "W_Ridden_Enemy_Fall_Land"
935  = "W_Ridden_Enemy_Fall_LandHeavy"
936  = "W_Ridden_Enemy_Fall_Loop"
937  = "W_Ridden_Enemy_Fall_Start"
938  = "W_Ridden_Enemy_FireDamageBlend_NoAdd"
939  = "W_Ridden_Enemy_FireDeathOnlyTop"
940  = "W_Ridden_Enemy_FireMiddleDamageBlend_Add"
941  = "W_Ridden_Enemy_FireSmallDamageBlend_Add"
942  = "W_Ridden_Enemy_Gallop"
943  = "W_Ridden_Enemy_Gallop_End"
944  = "W_Ridden_Enemy_GuardRun"
945  = "W_Ridden_Enemy_GuardWalkBack"
946  = "W_Ridden_Enemy_GuardWalkFront"
947  = "W_Ridden_Enemy_GuardWalkLeft"
948  = "W_Ridden_Enemy_GuardWalkRight"
949  = "W_Ridden_Enemy_Idle"
950  = "W_Ridden_Enemy_IdleBattle"
951  = "W_Ridden_Enemy_IdleDefault"
952  = "W_Ridden_Enemy_Idles"
953  = "W_Ridden_Enemy_Jump"
954  = "W_Ridden_Enemy_JumpDamage_Land"
955  = "W_Ridden_Enemy_JumpDamage_Loop"
956  = "W_Ridden_Enemy_JumpDamage_Start"
957  = "W_Ridden_Enemy_MoveBattle"
958  = "W_Ridden_Enemy_MoveDefault"
959  = "W_Ridden_Enemy_Moves"
960  = "W_Ridden_Enemy_Moves_SM"
961  = "W_Ridden_Enemy_Off"
962  = "W_Ridden_Enemy_On"
963  = "W_Ridden_Enemy_Run"
964  = "W_Ridden_Enemy_RunBattle"
965  = "W_Ridden_Enemy_RunDefault"
966  = "W_Ridden_Enemy_SABlend_Add"
967  = "W_Ridden_Enemy_SABlend_NoAdd"
968  = "W_Ridden_Enemy_Sleep_Resist"
969  = "W_Ridden_Enemy_Step6000"
970  = "W_Ridden_Enemy_Step6001"
971  = "W_Ridden_Enemy_Step6002"
972  = "W_Ridden_Enemy_Step6003"
973  = "W_Ridden_Enemy_Step6010"
974  = "W_Ridden_Enemy_Step6011"
975  = "W_Ridden_Enemy_Step6012"
976  = "W_Ridden_Enemy_Step6013"
977  = "W_Ridden_Enemy_Step6020"
978  = "W_Ridden_Enemy_Step6021"
979  = "W_Ridden_Enemy_Step6022"
980  = "W_Ridden_Enemy_Step6023"
981  = "W_Ridden_Enemy_TransAiStyle"
982  = "W_Ridden_Enemy_TransToBattleFromDefault"
983  = "W_Ridden_Enemy_TransToDefaultFromBattle"
984  = "W_Ridden_Enemy_TurnBattle"
985  = "W_Ridden_Enemy_TurnBattle_Left180"
986  = "W_Ridden_Enemy_TurnBattle_Left90"
987  = "W_Ridden_Enemy_TurnBattle_Right180"
988  = "W_Ridden_Enemy_TurnBattle_Right90"
989  = "W_Ridden_Enemy_TurnDefault"
990  = "W_Ridden_Enemy_TurnDefault_Left180"
991  = "W_Ridden_Enemy_TurnDefault_Left90"
992  = "W_Ridden_Enemy_TurnDefault_Right180"
993  = "W_Ridden_Enemy_TurnDefault_Right90"
994  = "W_Ridden_Enemy_Turns"
995  = "W_Ridden_Enemy_Walk"
996  = "W_Ridden_Enemy_WalkBackBattle"
997  = "W_Ridden_Enemy_WalkFrontBattle"
998  = "W_Ridden_Enemy_WalkFrontDefault"
999  = "W_Ridden_Enemy_WalkLeftBattle"
1000 = "W_Ridden_Enemy_WalkRightBattle"
1001 = "W_Ridden_Enemy_WeakDeathOnlyTop"
1002 = "W_Ride_Attack_3000"
1003 = "W_Ride_Attack_3001"
1004 = "W_Ride_Attack_3002"
1005 = "W_Ride_Attack_3003"
1006 = "W_Ride_Attack_3004"
1007 = "W_Ride_Attack_3005"
1008 = "W_Ride_Attack_3006"
1009 = "W_Ride_Attack_3007"
1010 = "W_Ride_Attack_3008"
1011 = "W_Ride_Attack_3009"
1012 = "W_Ride_Attack_3010"
1013 = "W_Ride_Attack_3011"
1014 = "W_Ride_Attack_3012"
1015 = "W_Ride_Attack_3013"
1016 = "W_Ride_Attack_3014"
1017 = "W_Ride_Attack_3015"
1018 = "W_Ride_Attack_3016"
1019 = "W_Ride_Attack_3017"
1020 = "W_Ride_Attack_3018"
1021 = "W_Ride_Attack_3019"
1022 = "W_Ride_Attack_3020"
1023 = "W_Ride_Attack_3021"
1024 = "W_Ride_Attack_3022"
1025 = "W_Ride_Attack_3023"
1026 = "W_Ride_Attack_3024"
1027 = "W_Ride_Attack_3025"
1028 = "W_Ride_Attack_3030"
1029 = "W_Ride_Attack_3031"
1030 = "W_Ride_Attack_L_Bottom"
1031 = "W_Ride_Attack_L_Top"
1032 = "W_Ride_Attack_R_Bottom"
1033 = "W_Ride_Attack_R_Top"
1034 = "W_Ride_DamageBlend"
1035 = "W_Ride_DamageExLarge"
1036 = "W_Ride_DamageLarge"
1037 = "W_Ride_DamageMiddle"
1038 = "W_Ride_DamageSmall"
1039 = "W_Ride_DamageWeakTop"
1040 = "W_Ride_DamageWeakUnder"
1041 = "W_Ride_Enemy_Adjust"
1042 = "W_Ride_Enemy_Attack3000"
1043 = "W_Ride_Enemy_Attack3001"
1044 = "W_Ride_Enemy_Attack3002"
1045 = "W_Ride_Enemy_Attack3003"
1046 = "W_Ride_Enemy_Attack3004"
1047 = "W_Ride_Enemy_Attack3005"
1048 = "W_Ride_Enemy_Attack3006"
1049 = "W_Ride_Enemy_Attack3007"
1050 = "W_Ride_Enemy_Attack3008"
1051 = "W_Ride_Enemy_Attack3009"
1052 = "W_Ride_Enemy_Attack3010"
1053 = "W_Ride_Enemy_Attack3011"
1054 = "W_Ride_Enemy_Attack3012"
1055 = "W_Ride_Enemy_Attack3013"
1056 = "W_Ride_Enemy_Attack3014"
1057 = "W_Ride_Enemy_Attack3015"
1058 = "W_Ride_Enemy_Attack3016"
1059 = "W_Ride_Enemy_Attack3017"
1060 = "W_Ride_Enemy_Attack3018"
1061 = "W_Ride_Enemy_Attack3019"
1062 = "W_Ride_Enemy_Attack3020"
1063 = "W_Ride_Enemy_Attack3021"
1064 = "W_Ride_Enemy_Attack3022"
1065 = "W_Ride_Enemy_Attack3023"
1066 = "W_Ride_Enemy_Attack3024"
1067 = "W_Ride_Enemy_Attack3025"
1068 = "W_Ride_Enemy_Attack3026"
1069 = "W_Ride_Enemy_Attack3027"
1070 = "W_Ride_Enemy_Attack3028"
1071 = "W_Ride_Enemy_Attack3029"
1072 = "W_Ride_Enemy_Attack3030"
1073 = "W_Ride_Enemy_Attack3031"
1074 = "W_Ride_Enemy_Attack3032"
1075 = "W_Ride_Enemy_Attack3033"
1076 = "W_Ride_Enemy_Attack3034"
1077 = "W_Ride_Enemy_Attack3035"
1078 = "W_Ride_Enemy_Attack3036"
1079 = "W_Ride_Enemy_Attack3037"
1080 = "W_Ride_Enemy_Attack3038"
1081 = "W_Ride_Enemy_Attack3039"
1082 = "W_Ride_Enemy_Damage"
1083 = "W_Ride_Enemy_Damage_Fall"
1084 = "W_Ride_Enemy_Damage_H"
1085 = "W_Ride_Enemy_Damage_M"
1086 = "W_Ride_Enemy_DamageBackFall"
1087 = "W_Ride_Enemy_DamageBlend"
1088 = "W_Ride_Enemy_DamageExLarge"
1089 = "W_Ride_Enemy_DamageLarge"
1090 = "W_Ride_Enemy_DamageMiddle"
1091 = "W_Ride_Enemy_DamageParryEnemy1"
1092 = "W_Ride_Enemy_DamageParryEnemy2"
1093 = "W_Ride_Enemy_DamageSmall"
1094 = "W_Ride_Enemy_DamageWeak"
1095 = "W_Ride_Enemy_DamageWeakPair"
1096 = "W_Ride_Enemy_DamageWeakTop"
1097 = "W_Ride_Enemy_DamageWeakUnder"
1098 = "W_Ride_Enemy_Dash"
1099 = "W_Ride_Enemy_Death"
1100 = "W_Ride_Enemy_DeathIdle"
1101 = "W_Ride_Enemy_DeathLandDefault"
1102 = "W_Ride_Enemy_DeathLandDefaultIdle"
1103 = "W_Ride_Enemy_DeathLandDefaultOnlyTop"
1104 = "W_Ride_Enemy_DeathLandDefaultOnlyTopIdle"
1105 = "W_Ride_Enemy_DeathLandDefaultOnlyUnder"
1106 = "W_Ride_Enemy_DeathOnlyTop"
1107 = "W_Ride_Enemy_DeathOnlyTopIdle"
1108 = "W_Ride_Enemy_DeathOnlyUnder"
1109 = "W_Ride_Enemy_ExLargeDeathOnlyTop"
1110 = "W_Ride_Enemy_ExLargeDeathOnlyTopIdle"
1111 = "W_Ride_Enemy_ExLargeDeathOnlyUnder"
1112 = "W_Ride_Enemy_Fall_Land"
1113 = "W_Ride_Enemy_Fall_LandHeavy"
1114 = "W_Ride_Enemy_Fall_Loop"
1115 = "W_Ride_Enemy_Fall_Start"
1116 = "W_Ride_Enemy_FireDamageBlend_NoAdd"
1117 = "W_Ride_Enemy_FireDeathOnlyTop"
1118 = "W_Ride_Enemy_FireDeathOnlyTopIdle"
1119 = "W_Ride_Enemy_FireMiddleDamageBlend_Add"
1120 = "W_Ride_Enemy_FireSmallDamageBlend_Add"
1121 = "W_Ride_Enemy_Gallop"
1122 = "W_Ride_Enemy_GuardRun"
1123 = "W_Ride_Enemy_GuardWalkBack"
1124 = "W_Ride_Enemy_GuardWalkFront"
1125 = "W_Ride_Enemy_GuardWalkLeft"
1126 = "W_Ride_Enemy_GuardWalkRight"
1127 = "W_Ride_Enemy_Idle"
1128 = "W_Ride_Enemy_IdleBattle"
1129 = "W_Ride_Enemy_IdleDefault"
1130 = "W_Ride_Enemy_Idles"
1131 = "W_Ride_Enemy_Jump"
1132 = "W_Ride_Enemy_JumpDamage_Land"
1133 = "W_Ride_Enemy_JumpDamage_Loop"
1134 = "W_Ride_Enemy_JumpDamage_Start"
1135 = "W_Ride_Enemy_MoveBattle"
1136 = "W_Ride_Enemy_MoveDefault"
1137 = "W_Ride_Enemy_Moves"
1138 = "W_Ride_Enemy_Off"
1139 = "W_Ride_Enemy_On"
1140 = "W_Ride_Enemy_RideTurnBattle"
1141 = "W_Ride_Enemy_RideTurnDefault"
1142 = "W_Ride_Enemy_RideTurns"
1143 = "W_Ride_Enemy_Run"
1144 = "W_Ride_Enemy_RunBattle"
1145 = "W_Ride_Enemy_RunDefault"
1146 = "W_Ride_Enemy_SABlend_Add"
1147 = "W_Ride_Enemy_SABlend_NoAdd"
1148 = "W_Ride_Enemy_Sleep_Resist"
1149 = "W_Ride_Enemy_Step6000"
1150 = "W_Ride_Enemy_Step6001"
1151 = "W_Ride_Enemy_Step6002"
1152 = "W_Ride_Enemy_Step6003"
1153 = "W_Ride_Enemy_Step6010"
1154 = "W_Ride_Enemy_Step6011"
1155 = "W_Ride_Enemy_Step6012"
1156 = "W_Ride_Enemy_Step6013"
1157 = "W_Ride_Enemy_Step6020"
1158 = "W_Ride_Enemy_Step6021"
1159 = "W_Ride_Enemy_Step6022"
1160 = "W_Ride_Enemy_Step6023"
1161 = "W_Ride_Enemy_TransAiStyle"
1162 = "W_Ride_Enemy_TransToBattleFromDefault"
1163 = "W_Ride_Enemy_TransToDefaultFromBattle"
1164 = "W_Ride_Enemy_TurnBattle"
1165 = "W_Ride_Enemy_TurnBattle_Left180"
1166 = "W_Ride_Enemy_TurnBattle_Left90"
1167 = "W_Ride_Enemy_TurnBattle_Right180"
1168 = "W_Ride_Enemy_TurnBattle_Right90"
1169 = "W_Ride_Enemy_TurnDefault"
1170 = "W_Ride_Enemy_TurnDefault_Left180"
1171 = "W_Ride_Enemy_TurnDefault_Left90"
1172 = "W_Ride_Enemy_TurnDefault_Right180"
1173 = "W_Ride_Enemy_TurnDefault_Right90"
1174 = "W_Ride_Enemy_Turns"
1175 = "W_Ride_Enemy_Walk"
1176 = "W_Ride_Enemy_WalkBackBattle"
1177 = "W_Ride_Enemy_WalkFrontBattle"
1178 = "W_Ride_Enemy_WalkFrontDefault"
1179 = "W_Ride_Enemy_WalkLeftBattle"
1180 = "W_Ride_Enemy_WalkRightBattle"
1181 = "W_Ride_Enemy_WeakDeathOnlyTop"
1182 = "W_Ride_Enemy_WeakDeathOnlyTopIdle"
1183 = "W_Ride_FireDamageBlend_Default"
1184 = "W_Ride_FireMiddleDamageBlend_Add"
1185 = "W_Ride_FireSmallDamageBlend_Add"
1186 = "W_Ride_SA_Add"
1187 = "W_Ride_SA_Add_Default"
1188 = "W_RideAdjust"
1189 = "W_RideDamage"
1190 = "W_RideDamage_Fall"
1191 = "W_RideDamage_H"
1192 = "W_RideDamage_M"
1193 = "W_RideDamageBackFall"
1194 = "W_RideDash"
1195 = "W_RideDash_End"
1196 = "W_RideDashAccelerate"
1197 = "W_RideDashAccelerateContinue"
1198 = "W_RideDeath"
1199 = "W_RideDeath_Idle"
1200 = "W_RideDeathOnlyTop"
1201 = "W_RideDeathOnlyTop_Idle"
1202 = "W_RideDeathOnlyUnder"
1203 = "W_RideDeathOnlyUnder_Idle"
1204 = "W_RideFall_Land"
1205 = "W_RideFall_Loop"
1206 = "W_RideFall_Start"
1207 = "W_RideGallop"
1208 = "W_RideGallop_End"
1209 = "W_RideGesture"
1210 = "W_RideGuardRun"
1211 = "W_RideGuardWalkBack"
1212 = "W_RideGuardWalkFront"
1213 = "W_RideGuardWalkLeft"
1214 = "W_RideGuardWalkRight"
1215 = "W_RideIdle"
1216 = "W_RideIdleBattle"
1217 = "W_RideIdleDefault"
1218 = "W_RideIdles"
1219 = "W_RideJump"
1220 = "W_RideJump_D"
1221 = "W_RideJump_F"
1222 = "W_RideJump_Land_D"
1223 = "W_RideJump_Land_F"
1224 = "W_RideJump_Land_N"
1225 = "W_RideJump_Land_To_Dash"
1226 = "W_RideJump_Land_To_Gallop"
1227 = "W_RideJump_Loop"
1228 = "W_RideJump_N"
1229 = "W_RideJump_N00"
1230 = "W_RideJump2_D"
1231 = "W_RideJump2_F"
1232 = "W_RideJump2_Loop"
1233 = "W_RideJump2_N"
1234 = "W_RideJumpHigh"
1235 = "W_RideJumpHigh_FallLoop"
1236 = "W_RideJumpHigh2"
1237 = "W_RideJumpHighEnd"
1238 = "W_RideJumpHighLoop"
1239 = "W_RideMoveBattle"
1240 = "W_RideMoveDefault"
1241 = "W_RideMoves"
1242 = "W_RideOff"
1243 = "W_RideOffDash"
1244 = "W_RideOffGallop"
1245 = "W_RideOffMachine"
1246 = "W_RideOn"
1247 = "W_RideOnDash"
1248 = "W_RideOnMachine"
1249 = "W_RideRun"
1250 = "W_RideRun_Sync"
1251 = "W_RideRunBattle"
1252 = "W_RideRunDefault"
1253 = "W_RideStep6000"
1254 = "W_RideStep6001"
1255 = "W_RideStep6002"
1256 = "W_RideStep6003"
1257 = "W_RideStep6010"
1258 = "W_RideStep6011"
1259 = "W_RideStep6012"
1260 = "W_RideStep6013"
1261 = "W_RideStep6020"
1262 = "W_RideStep6021"
1263 = "W_RideStep6022"
1264 = "W_RideStep6023"
1265 = "W_RideTurn_Left180"
1266 = "W_RideTurn_Left90"
1267 = "W_RideTurn_Right180"
1268 = "W_RideTurn_Right90"
1269 = "W_RideTurnBattle"
1270 = "W_RideTurnBattle_Left180"
1271 = "W_RideTurnBattle_Left90"
1272 = "W_RideTurnBattle_Right180"
1273 = "W_RideTurnBattle_Right90"
1274 = "W_RideTurnDefault"
1275 = "W_RideTurnDefault_Left180"
1276 = "W_RideTurnDefault_Left90"
1277 = "W_RideTurnDefault_Right180"
1278 = "W_RideTurnDefault_Right90"
1279 = "W_RideTurns"
1280 = "W_RideWalk"
1281 = "W_RideWalk_End"
1282 = "W_RideWalkBackBattle"
1283 = "W_RideWalkFrontBattle"
1284 = "W_RideWalkFrontDefault"
1285 = "W_RideWalkLeftBattle"
1286 = "W_RideWalkRightBattle"
1287 = "W_RunBattle"
1288 = "W_RunDefault"
1289 = "W_SABlend_Add_Back"
1290 = "W_SABlend_Add_Front"
1291 = "W_SABlend_Add_Left"
1292 = "W_SABlend_Add_Right"
1293 = "W_SABlend_NoAdd"
1294 = "W_SABreak"
1295 = "W_Sleep_End"
1296 = "W_Sleep_Loop"
1297 = "W_Sleep_Resist"
1298 = "W_Sleep_Start"
1299 = "W_SleepCollect_End"
1300 = "W_SleepCollect_Loop"
1301 = "W_SleepCollect_Start"
1302 = "W_Step"
1303 = "W_Step6000"
1304 = "W_Step6001"
1305 = "W_Step6002"
1306 = "W_Step6003"
1307 = "W_Step6010"
1308 = "W_Step6011"
1309 = "W_Step6012"
1310 = "W_Step6013"
1311 = "W_Step6020"
1312 = "W_Step6021"
1313 = "W_Step6022"
1314 = "W_Step6023"
1315 = "W_TalkHeadBlend00"
1316 = "W_Throw"
1317 = "W_ThrowAtk"
1318 = "W_ThrowDef"
1319 = "W_ThrowDefDeath"
1320 = "W_ThrowDefDeathIdle"
1321 = "W_ThrowKill"
1322 = "W_ThrowRelease"
1323 = "W_TransAiStyle"
1324 = "W_TransRideAiStyle"
1325 = "W_TransToBattleFromDefault"
1326 = "W_TransToDefaultFromBattle"
1327 = "W_TransToRideBattleFromRideDefault"
1328 = "W_TransToRideDefaultFromRideBattle"
1329 = "W_TransToSuddenBattleFromDefault"
1330 = "W_Turn"
1331 = "W_TurnBattle"
1332 = "W_TurnBattle_Left180"
1333 = "W_TurnBattle_Left45"
1334 = "W_TurnBattle_Left90"
1335 = "W_TurnBattle_Right180"
1336 = "W_TurnBattle_Right45"
1337 = "W_TurnBattle_Right90"
1338 = "W_TurnDefault"
1339 = "W_TurnDefault_Left180"
1340 = "W_TurnDefault_Left45"
1341 = "W_TurnDefault_Left90"
1342 = "W_TurnDefault_Right180"
1343 = "W_TurnDefault_Right45"
1344 = "W_TurnDefault_Right90"
1345 = "W_TurnGuard_Left180"
1346 = "W_TurnGuard_Left45"
1347 = "W_TurnGuard_Left90"
1348 = "W_TurnGuard_Right180"
1349 = "W_TurnGuard_Right45"
1350 = "W_TurnGuard_Right90"
1351 = "W_TurnParry_Left180"
1352 = "W_TurnParry_Left45"
1353 = "W_TurnParry_Left90"
1354 = "W_TurnParry_Right180"
1355 = "W_TurnParry_Right45"
1356 = "W_TurnParry_Right90"
1357 = "W_WalkBackBattle"
1358 = "W_WalkFrontBattle"
1359 = "W_WalkFrontDefault"
1360 = "W_WalkLeftBattle"
1361 = "W_WalkRightBattle"
1362 = "W_WeakPartBlend_Add"
1363 = "W_WeakPartBlend_NoAdd"
1364 = "WeakPartBlend_Add_to_WeakPartBlend_NoAdd"
1365 = "WeakPartBlend_NoAdd_to_WeakPartBlend_Add"
1366 = "AddDamageGuardStartBack_to_AddDamageDefaultGuard"
1367 = "AddDamageGuardStartFront_to_AddDamageDefaultGuard"
1368 = "AddDamageGuardStartLeft_to_AddDamageDefaultGuard"
1369 = "AddDamageGuardStartRight_to_AddDamageDefaultGuard"
1370 = "AddDamageLv0_to_AddDamageLv0_Default"
1371 = "AddDamageStart_to_AddDamageDefault"
1372 = "AddDamageStartBack_to_AddDamageDefault"
1373 = "AddDamageStartFront_to_AddDamageDefault"
1374 = "AddDamageStartRight_to_AddDamageDefault"
1375 = "AttackBothHeavy1SubStart_to_AttackBothHeavy1Start"
1376 = "AttackBothHeavySpecial1SubStart_to_AttackBothHeavySpecial1Start"
1377 = "AttackRightHeavy1SubStart_to_AttackRightHeavy1Start"
1378 = "AttackRightHeavySpecial1SubStart_to_AttackRightHeavySpecial1Start"
1379 = "BonfireGiveHeroPoint_to_BonfireLoop"
1380 = "BonfireLevelUpEnd_to_BonfireLoop"
1381 = "BonfireLevelUpEndLeft_to_BonfireLoop"
1382 = "BonfireLevelUpStart_to_BonfireLevelUpLoop"
1383 = "BonfireLevelUpStartLeft_to_BonfireLevelUpLoopLeft"
1384 = "BonfireLoop1ToLoop2_to_BonfireLoop"
1385 = "BonfireLoop2ToLoop1_to_BonfireLoop"
1386 = "BonfireLoop2ToLoop1Left_to_BonfireLoop"
1387 = "BonfireStart_to_BonfireLoop"
1388 = "BonfireStart2_to_BonfireLoop2"
1389 = "BonfireTalkEnd_to_BonfireLoop"
1390 = "BonfireTalkEnd2_to_BonfireLoop2"
1391 = "BonfireTalkEndLeft_to_BonfireLoop"
1392 = "BonfireTalkEndLeft2_to_BonfireLoop2"
1393 = "BonfireTalkStart_to_BonfireTalkLoop"
1394 = "BonfireTalkStart2_to_BonfireTalkLoop2"
1395 = "BonfireTalkStartLeft_to_BonfireTalkLoopLeft"
1396 = "BonfireTalkStartLeft2_to_BonfireTalkLoopLeft2"
1397 = "DeathIdle"
1398 = "DeathIdle00"
1399 = "DirDamageSmallBack_Add_to_DamageDirNoAdd"
1400 = "DirDamageSmallFront_Add_to_DamageDirNoAdd"
